ticker,name,industry,mcap,tier,quality,growth,structural,revision,valuation,rerating,score100,px,vs200,vs_hi2y,yoy3,accel,rev12m_g,eps4,eps_g,q_eps_yoy,roe,roic,gm_now,gm_chg,gm_5y_med,opm_chg,fcf_margin,ocf_ni,capex_g,capex_rev,nd_ebitda,cap_chg,pe,pe_pct5y,pe_p25,pe_p50,pe_p75,forward_pe,peg,eps_annual,eps_5y_med,cyclical_sector,cycle_peak_risk,normalized_eps,normalized_pe,gm_jump,eps_fy1,eps_fy2,eps_fy3,eps_source,eps_confidence,eps_cagr_3y,eps_rev_1m,eps_rev_3m,rev_source,analyst_up,analyst_down,next_platform_score,new_capacity_score,new_product_mix,order_visibility,tam_score,structural_score,structural_source,quali_filled,evidence_ok,sources,rerating_bm,rerating_nm,rerating_room,rerating_score,required_pe_for_2x,double_verdict,bear_target,base_target,bull_target,bear_upside,base_upside,bull_upside,down_up_ratio,scenario_source,reward_risk,doublebagger_base,doublebagger_bull,refresh_priority,refresh_reason,horizon_complete,gpt_action,evidence_count,fresh_evidence_count,avg_confidence,stale_ratio,evidence_coverage,why,risk,action_signal,signal_reason,held,holding_note,thesis_status,thesis_note
2347,聯強,電子通路,1409.0,WATCH,9,12,0,10,9,1,41,89.3,19.8,-8.0,131.4,80.0,47.3,7.31,46.2,196.2,15.3,6.7,4.0,-0.4,4.3,0.3,-5.2,2.68,-87.7,0.2,4.88,0.0,12.0,51.0,6.7,11.9,14.9,8.6,0.35,"{""2021"": 10.34, ""2022"": 9.45, ""2023"": 4.38, ""2024"": 5.52, ""2025"": 5.09}",5.52,False,False,5.52,16.2,-0.3,10.42,12.63,14.24,proxy:raw89%→g1=42%衰減,proxy,24.9,150.0,80.0,proxy,,,0,0,0,0,0,0,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,1,1,12.5,合理(≤PE p75)(proxy EPS),72.0,169.0,244.0,-20.0,90.0,173.0,0.22,auto,4.52,False,True,8,無證據帳本,False,,,,,,,營收+131%、加速+80pp、翻倍PE合理,待質化,WATCH,分數<65,False,,,
2851,中再保,金融保險,251.0,WATCH,15,9,0,5,9,3,41,45.0,45.8,-5.0,34.0,-20.3,22.1,3.66,16.6,225.5,12.7,43.5,,,,1.3,,0.45,,,-5.83,0.0,4.4,1.0,8.3,9.8,13.0,10.2,0.82,"{""2021"": 3.5, ""2022"": 0.41, ""2023"": 2.61, ""2024"": 3.14, ""2025"": 3.66}",3.14,False,False,3.14,14.3,,4.43,4.89,5.2,proxy:raw25%→g1=21%衰減,proxy,12.4,208.9,-20.3,proxy,,,0,0,0,0,0,0,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,17.3,需Re-rating(proxy EPS),17.0,51.0,78.0,-62.0,13.0,73.0,4.67,auto,0.21,False,False,8,無證據帳本,False,,,,,,,營收+34%,現金流背離、待質化,WATCH,分數<65、Base<20%,False,,,
6901,鑽石投資,其他,112.0,WATCH,17,12,0,5,7,0,41,14.9,-6.9,-63.5,1626.6,1818.4,-195.5,3.43,999,,29.5,23.5,,,,,-23.7,-5.76,-98.7,0.0,-0.86,0.4,,,,,,3.0,0.11,"{""2023"": -3.66, ""2024"": -2.96, ""2025"": -1.38}",-2.96,False,False,1.72,8.7,,4.97,6.09,6.92,proxy:raw863%→g1=45%衰減,proxy,26.3,,1818.4,proxy,,,0,0,0,0,0,0,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,0,0,,資料不足,,,,,,,,,,,,8,無證據帳本,False,,,,,,,營收+1627%、加速+1818pp、ROE30%,現金流背離、待質化,WATCH,分數<65、Base<20%,False,,,
8996,高力,電機機械,1082.0,WATCH,22,14,4,0,0,0,40,1240.0,31.1,-22.0,69.3,-41.1,114.3,14.98,146.8,61.2,31.2,26.9,26.7,-2.6,27.4,-0.4,12.1,2.06,138.7,14.6,-0.17,4.1,87.5,88.0,39.3,54.6,72.9,57.9,2.3,"{""2021"": 1.66, ""2022"": 3.37, ""2023"": 6.45, ""2024"": 6.55, ""2025"": 9.08}",6.45,False,False,6.45,192.2,-0.7,21.42,26.03,29.39,proxy:raw95%→g1=43%衰減,proxy,25.2,-85.6,-41.1,proxy,,,0,4,0,0,0,4,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,0,0,84.4,需Re-rating(proxy EPS),866.0,1605.0,2464.0,-30.0,29.0,99.0,1.02,auto,0.98,False,False,8,無證據帳本,False,,,,,,,營收+69%、ROE31%、FCF12%,PE位階88%、待質化,REDUCE,EPS 1M/3M 同步下修、分數<60,False,,,
2542,興富發,建材營造,844.0,WATCH,8,14,0,5,10,3,40,48.0,18.4,-1.6,775.8,-1354.3,136.5,4.32,57.7,441.7,17.6,7.1,30.7,-2.4,32.8,9.5,7.4,-0.83,-72.5,2.1,7.31,14.3,11.2,20.0,13.4,15.3,25.4,7.7,0.29,"{""2021"": 6.45, ""2022"": 2.38, ""2023"": 1.41, ""2024"": 3.19, ""2025"": 2.11}",2.38,False,False,2.38,20.2,-2.1,6.26,7.67,8.71,proxy:raw417%→g1=45%衰減,proxy,26.3,242.3,-1354.3,proxy,,,0,0,0,0,0,0,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,11.0,合理(≤PE中位)(proxy EPS),73.0,133.0,254.0,52.0,178.0,430.0,,auto,9.9,True,True,8,無證據帳本,False,,,,,,,營收+776%、翻倍PE合理,現金流背離、股本+14%、待質化,WATCH,分數<65,False,,,
2317,鴻海,其他電子,35186.0,WATCH,14,8,1.5,10,6,0,39.5,256.0,11.0,-14.7,48.6,20.8,29.0,15.21,16.0,33.9,12.0,12.5,6.1,-0.1,6.2,0.5,-3.1,0.58,14.1,4.3,0.32,1.2,16.9,83.0,10.6,12.4,16.2,13.4,0.89,"{""2021"": 10.05, ""2022"": 10.21, ""2023"": 10.25, ""2024"": 11.01, ""2025"": 13.6}",10.25,False,False,10.25,25.0,-0.1,19.1,21.55,23.21,proxy:raw32%→g1=26%衰減,proxy,15.1,17.9,20.8,proxy,,,0,1.5,0,0,0,1.5,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,0,0,22.1,淘汰(PE不合理)(proxy EPS),185.0,288.0,432.0,-28.0,12.0,69.0,2.25,auto,0.44,False,False,8,無證據帳本,False,,,,,,,營收+49%、加速+21pp,翻倍需PE過高、待質化,WATCH,分數<65、Base<20%,False,,,
2480,敦陽科,資訊服務,159.0,WATCH,23,5,0,7,4,0,39,157.5,9.3,-8.7,17.8,8.9,9.7,8.75,11.6,18.8,28.5,47.5,23.7,-0.6,24.7,-0.1,27.8,1.85,-36.9,2.5,-1.27,0.0,17.8,72.0,14.3,16.4,18.1,15.9,2.06,"{""2021"": 6.0, ""2022"": 6.91, ""2023"": 7.36, ""2024"": 7.5, ""2025"": 8.0}",7.36,False,False,7.36,21.4,-1.0,9.88,10.51,10.92,proxy:raw15%→g1=13%衰減,proxy,7.7,7.2,8.9,proxy,,,0,0,0,0,0,0,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,0,0,28.8,淘汰(PE不合理)(proxy EPS),117.0,179.0,227.0,-26.0,14.0,44.0,1.87,auto,0.53,False,False,8,無證據帳本,False,,,,,,,ROE28%、FCF28%,翻倍需PE過高、待質化,WATCH,分數<65、Base<20%,False,,,
4904,遠傳,通信網路,3431.0,WATCH,20,5,0,7,5,1,38,102.0,9.6,-5.9,14.8,8.1,10.8,4.12,10.5,18.1,16.4,14.4,30.7,-0.8,31.0,0.3,59.9,5.86,-3.3,12.6,0.25,0.1,25.3,58.0,23.7,24.8,26.4,22.3,3.38,"{""2021"": 2.81, ""2022"": 2.94, ""2023"": 3.43, ""2024"": 3.56, ""2025"": 3.82}",3.43,False,False,3.43,29.7,-0.3,4.58,4.83,5.0,proxy:raw13%→g1=11%衰減,proxy,6.6,7.6,8.1,proxy,,,0,0,0,0,0,0,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,1,1,40.8,淘汰(PE不合理)(proxy EPS),89.0,124.0,152.0,-13.0,22.0,49.0,0.6,auto,1.68,False,False,8,無證據帳本,False,,,,,,,FCF60%,翻倍需PE過高、待質化,WATCH,分數<65,False,,,
2850,新產,金融保險,414.0,WATCH,16,10,0,5,7,0,38,157.0,23.5,-6.8,33.3,-9.7,23.6,12.28,17.3,49.8,18.1,18.6,,,,2.5,,-0.47,,,-0.37,0.0,10.3,80.0,7.8,8.8,10.1,10.6,0.85,"{""2021"": 7.13, ""2022"": 6.34, ""2023"": 9.22, ""2024"": 10.47, ""2025"": 12.28}",9.22,False,False,9.22,17.0,,14.86,16.42,17.46,proxy:raw25%→g1=21%衰減,proxy,12.4,32.5,-9.7,proxy,,,0,0,0,0,0,0,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,0,0,18.0,淘汰(PE不合理)(proxy EPS),102.0,154.0,203.0,-35.0,-2.0,29.0,,auto,0.0,False,False,8,無證據帳本,False,,,,,,,營收+33%,現金流背離、翻倍需PE過高、待質化,WATCH,分數<65、Base<20%,False,,,
1609,大亞,電器電纜,258.0,WATCH,7,15,1,4,9,2,38,37.2,1.0,-24.5,18.7,8.6,11.6,2.71,54.9,25.4,12.1,6.3,16.0,1.4,12.4,1.8,-22.0,-0.1,-32.5,24.9,4.16,6.6,13.8,37.0,12.8,15.8,20.9,10.7,0.64,"{""2021"": 2.34, ""2022"": 1.25, ""2023"": 3.99, ""2024"": 2.16, ""2025"": 1.64}",2.16,False,False,2.16,17.2,3.6,3.47,3.96,4.3,proxy:raw37%→g1=28%衰減,proxy,16.6,-29.5,8.6,proxy,,,0,0,1,0,0,1,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,2,2,17.3,合理(≤PE p75)(proxy EPS),41.0,68.0,103.0,11.0,83.0,178.0,,auto,9.9,False,True,8,無證據帳本,False,,,,,,,翻倍PE合理,現金流背離、待質化,WATCH,分數<65,False,,,
1419,新紡,紡織纖維,192.0,WATCH,14,11,0,0,10,3,38,68.3,4.9,-12.0,16.9,-15.4,19.1,13.9,319.9,67.9,21.3,1.7,25.6,-3.3,28.6,-1.8,6.6,0.1,-26.6,2.2,0.88,0.0,4.8,1.0,6.9,18.2,21.4,3.5,0.15,"{""2021"": 1.51, ""2022"": 6.92, ""2023"": 2.17, ""2024"": 2.9, ""2025"": 4.12}",2.9,False,False,2.9,23.6,-3.0,19.39,23.23,25.98,proxy:raw68%→g1=40%衰減,proxy,23.2,-232.1,-15.4,proxy,,,0,0,0,0,0,0,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,5.3,合理(≤PE中位)(proxy EPS),94.0,473.0,639.0,37.0,592.0,836.0,,auto,9.9,True,True,8,無證據帳本,False,,,,,,,ROE21%、翻倍PE合理,現金流背離、待質化,REDUCE,EPS 1M/3M 同步下修、分數<60,False,,,
2891,中信金,金融保險,10764.0,WATCH,12,8,0,10,6,0,36,67.4,22.7,-3.5,40.3,19.0,33.5,4.08,12.1,47.8,13.4,0.0,,,,,,0.17,,,-5.39,0.3,16.4,93.0,10.6,11.9,13.5,13.6,1.06,"{""2021"": 2.73, ""2022"": 1.55, ""2023"": 2.82, ""2024"": 3.64, ""2025"": 4.08}",2.82,False,False,2.82,23.9,,4.96,5.5,5.86,proxy:raw26%→g1=22%衰減,proxy,12.8,35.7,19.0,proxy,,,0,0,0,0,0,0,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,0,0,23.0,淘汰(PE不合理)(proxy EPS),47.0,70.0,91.0,-31.0,3.0,35.0,8.92,auto,0.11,False,False,8,無證據帳本,False,,,,,,,營收+40%、加速+19pp,PE位階93%、現金流背離、翻倍需PE過高、待質化,WATCH,分數<65、Base<20%,False,,,
3042,晶技,電子零組件,512.0,WATCH,17,7,0,10,2,0,36,176.5,31.8,-29.1,22.1,17.3,7.2,5.78,3.6,51.9,12.7,13.1,32.2,-2.3,35.3,-1.4,34.0,3.67,-45.5,19.6,-0.58,10.7,30.0,94.0,10.9,15.1,17.5,27.4,4.09,"{""2021"": 10.06, ""2022"": 9.06, ""2023"": 5.53, ""2024"": 6.52, ""2025"": 5.28}",6.52,False,False,6.52,27.1,-3.1,6.43,6.8,7.03,proxy:raw13%→g1=11%衰減,proxy,6.7,48.3,17.3,proxy,,,0,0,0,0,0,0,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,0,0,50.2,淘汰(PE不合理)(proxy EPS),57.0,106.0,141.0,-67.0,-40.0,-20.0,,auto,0.0,False,False,8,無證據帳本,False,,,,,,,加速+17pp、FCF34%,PE位階94%、股本+11%、翻倍需PE過高、待質化,WATCH,分數<65、Base<20%,False,,,
1210,大成,食品,435.0,WATCH,13,5,3,5,7,3,36,52.1,2.8,-12.7,14.6,13.4,4.6,4.06,1.5,-22.1,13.3,9.4,14.4,0.1,13.8,-0.5,2.9,5.09,44.6,12.9,1.01,0.0,12.8,23.0,12.9,14.1,18.8,12.0,2.79,"{""2021"": 2.37, ""2022"": 2.66, ""2023"": 4.81, ""2024"": 4.21, ""2025"": 4.32}",4.21,False,False,4.21,12.4,0.6,4.35,4.51,4.61,proxy:raw8%→g1=7%衰減,proxy,4.3,-23.6,13.4,proxy,,,0,3,0,0,0,3,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,22.6,需Re-rating(proxy EPS),44.0,65.0,100.0,-15.0,25.0,91.0,0.61,auto,1.64,False,False,8,無證據帳本,False,,,,,,,加速+13pp,待質化,WATCH,分數<65,False,,,
2548,華固,建材營造,399.0,WATCH,9,14,0,0,10,3,36,94.2,-6.1,-19.8,3007.9,-40179.5,301.1,12.35,169.1,-42.9,18.9,10.4,27.3,-46.6,32.5,339.6,25.7,0.01,-39.6,0.9,3.29,15.5,7.7,21.0,7.9,12.0,18.4,5.3,0.2,"{""2021"": 10.56, ""2022"": 10.69, ""2023"": 12.95, ""2024"": 4.55, ""2025"": 10.13}",10.56,False,False,10.56,8.9,-5.2,17.91,21.94,24.9,proxy:raw1564%→g1=45%衰減,proxy,26.3,-212.0,-40179.5,proxy,,,0,0,0,0,0,0,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,7.6,合理(≤PE中位)(proxy EPS),144.0,299.0,527.0,53.0,217.0,459.0,,auto,9.9,True,True,8,無證據帳本,False,,,,,,,營收+3008%、FCF26%、翻倍PE合理,現金流背離、股本+16%、待質化,REDUCE,EPS 1M/3M 同步下修、分數<60,False,,,
6189,豐藝,電子通路,129.0,WATCH,15,7,0,5,7,2,36,47.5,3.6,-28.1,5.4,10.3,-7.7,4.04,23.9,,17.3,16.9,8.9,0.3,7.8,-0.7,4.4,2.4,-89.1,0.0,0.05,22.4,11.9,38.0,10.7,13.9,16.6,10.4,1.37,"{""2021"": 4.31, ""2022"": 4.09, ""2023"": 4.0, ""2024"": 6.47, ""2025"": 2.86}",4.09,False,False,4.09,11.6,1.1,4.56,4.85,5.04,proxy:raw15%→g1=13%衰減,proxy,7.6,,10.3,proxy,,,0,0,0,0,0,0,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,2,2,18.8,需Re-rating(proxy EPS),40.0,70.0,96.0,-15.0,47.0,103.0,0.31,auto,3.2,False,True,8,無證據帳本,False,,,,,,,加速+10pp,股本+22%、待質化,WATCH,分數<65,False,,,
6655,科定,其他,108.0,WATCH,12,7,0,10,5,2,36,120.0,0.8,-11.1,27.8,15.3,18.4,4.85,15.5,87.6,13.8,4.6,49.3,-1.6,50.6,-1.8,6.4,3.04,-32.3,31.2,5.86,-2.0,24.2,35.0,16.9,26.9,32.9,20.9,1.92,"{""2021"": 7.67, ""2022"": 5.56, ""2023"": 3.53, ""2024"": 4.93, ""2025"": 3.93}",4.93,False,False,4.93,24.3,-1.3,5.74,6.27,6.61,proxy:raw22%→g1=18%衰減,proxy,10.9,72.1,15.3,proxy,,,0,0,0,0,0,0,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,2,2,36.3,需Re-rating(proxy EPS),84.0,178.0,250.0,-30.0,48.0,108.0,0.63,auto,1.6,False,True,8,無證據帳本,False,,,,,,,加速+15pp,待質化,WATCH,分數<65,False,,,
3535,晶彩科,光電,108.0,WATCH,15,14,3,0,3,1,36,90.9,-14.1,-38.8,1149.1,-460.8,315.8,1.74,999,,12.9,5.8,43.2,-1.7,40.7,70.6,9.3,,31.0,3.2,0.87,0.0,50.2,61.0,8.9,19.0,63.1,36.1,1.37,"{""2021"": 1.23, ""2022"": 3.58, ""2023"": -0.42, ""2024"": 0.69, ""2025"": -1.06}",0.69,False,False,0.69,131.7,2.5,2.52,3.09,3.51,proxy:raw625%→g1=45%衰減,proxy,26.3,,-460.8,proxy,,,0,3,0,0,0,3,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,1,1,51.8,合理(≤PE p75)(proxy EPS),23.0,67.0,255.0,-74.0,-27.0,180.0,,auto,0.0,False,True,8,無證據帳本,False,,,,,,,營收+1149%、翻倍PE合理,待質化,WATCH,分數<65、Base<20%,False,,,
2884,玉山金,金融保險,5151.0,WATCH,12,9,0,6,6,2,35,43.5,32.8,0.0,18.3,-2.4,23.1,2.12,30.1,56.2,12.5,0.0,,,,,,2.77,,,-5.46,3.4,18.1,38.0,17.4,18.9,20.2,17.1,1.43,"{""2021"": 1.54, ""2022"": 1.1, ""2023"": 1.41, ""2024"": 1.63, ""2025"": 2.12}",1.54,False,False,1.54,28.2,,2.55,2.81,2.98,proxy:raw24%→g1=20%衰減,proxy,12.0,26.1,-2.4,proxy,,,0,0,0,0,0,0,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,2,2,29.2,淘汰(PE不合理)(proxy EPS),39.0,56.0,69.0,-11.0,29.0,59.0,0.36,auto,2.78,False,False,8,無證據帳本,False,,,,,,,,翻倍需PE過高、待質化,WATCH,分數<65,False,,,
2027,大成鋼,鋼鐵,904.0,CYCLE,17,20,6,10,9,3,65,49.1,26.7,-3.7,44.1,18.7,26.7,4.9,178.4,359.5,15.6,15.7,27.4,6.0,22.0,7.7,2.6,3.21,61.7,17.2,0.89,6.2,9.9,30.0,8.8,13.7,18.6,11.8,,"{""2021"": 5.76, ""2022"": 6.26, ""2023"": 2.48, ""2024"": 1.54, ""2025"": 2.89}",2.89,True,True,2.89,17.0,5.4,4.17,3.53,2.89,proxy:cycle→normalized,proxy,-16.1,121.6,18.7,proxy,,,0,4,2,0,0,6,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,34.0,淘汰(PE不合理)(proxy EPS)｜週期:用Normalized,19.0,40.0,62.0,-61.0,-19.0,26.0,,auto,0.0,False,False,8,無證據帳本,False,,,,,,,營收+44%、加速+19pp,週期高峰、翻倍需PE過高、待質化,WATCH,Base<20%、週期高峰,False,,,
8299,群聯,半導體,0,CYCLE,16,20,6,8,7,3,60,2025.8,,,326.6,117.4,189.2,220.2,812.2,3193.6,67.4,36.9,50.4,20.4,31.6,18.7,-22.4,-0.62,94.9,3.0,-0.05,8.0,9.2,20.0,9.9,15.2,34.3,10.8,,"{""2021"": 41.34, ""2022"": 27.68, ""2023"": 18.43, ""2024"": 39.0, ""2025"": 41.96}",39.0,True,True,39.0,51.9,18.8,187.17,113.08,39.0,proxy:cycle→normalized,proxy,-43.8,0,117.4,proxy,,,0,4,2,0,0,6,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,103.9,淘汰(PE不合理)(proxy EPS)｜週期:用Normalized,269.0,593.0,1538.0,-87.0,-71.0,-24.0,,auto,0.0,False,False,8,無證據帳本,False,,,,,,,營收+327%、加速+117pp、ROE67%,週期高峰、現金流背離、翻倍需PE過高、待質化,WATCH,分數<65、Base<20%、週期高峰,True,持1000股@1990，+1.8%，防守線1850,,
2637,慧洋-KY,航運,567.0,CYCLE,16,20,3.5,10,8,1,58.5,99.2,36.4,-2.7,49.7,15.7,23.7,8.98,115.3,301.6,13.9,7.7,34.1,11.7,31.7,11.6,89.9,4.02,18.9,12.2,0.97,0.0,11.1,67.0,6.4,10.0,12.9,7.8,0.32,"{""2021"": 11.05, ""2022"": 14.17, ""2023"": 4.37, ""2024"": 8.08, ""2025"": 5.27}",8.08,True,False,8.08,12.3,2.4,12.73,15.39,17.33,proxy:raw82%→g1=42%衰減,proxy,24.5,184.7,15.7,proxy,,,0,1.5,2,0,0,3.5,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,1,1,11.4,合理(≤PE p75)(proxy EPS),83.0,173.0,257.0,-16.0,75.0,159.0,0.22,auto,4.63,False,True,8,無證據帳本,False,,,,,,,營收+50%、加速+16pp、FCF90%、翻倍PE合理,待質化,WATCH,分數<65,False,,,
2606,裕民,航運,543.0,CYCLE,15,20,2,10,9,2,58,78.6,27.6,0.0,34.5,10.3,18.5,6.78,70.8,203.9,14.8,6.7,34.5,6.9,29.6,6.0,58.9,3.9,-22.3,41.1,1.44,0.0,11.5,44.0,10.3,12.0,14.3,8.6,0.42,"{""2021"": 5.79, ""2022"": 5.21, ""2023"": 3.25, ""2024"": 5.54, ""2025"": 4.31}",5.21,True,False,5.21,15.1,4.9,9.17,10.78,11.92,proxy:raw53%→g1=35%衰減,proxy,20.7,133.1,10.3,proxy,,,0,0,2,0,0,2,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,2,2,13.2,合理(≤PE p75)(proxy EPS),92.0,143.0,196.0,17.0,82.0,149.0,,auto,9.9,False,True,8,無證據帳本,False,,,,,,,營收+34%、加速+10pp、FCF59%、翻倍PE合理,待質化,WATCH,分數<65,False,,,
6753,龍德造船,航運,165.0,CYCLE,17,20,2,10,6,3,58,137.5,3.0,-31.8,34.2,17.7,13.7,10.54,173.1,683.7,25.3,28.3,29.6,12.5,18.4,11.2,-26.6,0.22,-14.7,31.2,-0.61,8.8,13.1,0.0,17.8,20.5,27.8,15.3,,"{""2023"": 5.47, ""2024"": 6.27, ""2025"": 5.97}",5.97,True,True,5.97,23.0,11.2,8.96,7.46,5.97,proxy:cycle→normalized,proxy,-17.3,126.9,17.7,proxy,,,0,0,2,0,0,2,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,46.1,淘汰(PE不合理)(proxy EPS)｜週期:用Normalized,59.0,122.0,191.0,-57.0,-11.0,39.0,,auto,0.0,False,False,8,無證據帳本,False,,,,,,,營收+34%、加速+18pp、ROE25%,週期高峰、現金流背離、翻倍需PE過高、待質化,WATCH,分數<65、Base<20%、週期高峰,False,,,
2031,新光鋼,鋼鐵,127.0,CYCLE,15,19,6,5,10,3,58,44.3,16.0,-18.4,23.4,39.7,-1.5,6.46,999,60.6,18.1,4.2,12.0,4.7,9.1,3.0,21.1,3.0,192.9,3.2,6.48,0.0,7.0,11.0,8.0,10.1,16.2,5.0,0.22,"{""2021"": 8.64, ""2022"": 1.24, ""2023"": 5.15, ""2024"": 4.5, ""2025"": 3.29}",4.5,True,False,4.5,9.8,2.9,8.91,10.6,11.81,proxy:raw62%→g1=38%衰減,proxy,22.3,-239.4,39.7,proxy,,,0,4,2,0,0,6,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,7.5,合理(≤PE中位)(proxy EPS),62.0,119.0,220.0,40.0,169.0,397.0,,auto,9.9,True,True,8,無證據帳本,False,,,,,,,加速+40pp、FCF21%、翻倍PE合理,待質化,WATCH,分數<65,False,,,
2006,東和鋼鐵,鋼鐵,487.0,CYCLE,20,13,4,10,8,1,56,80.8,16.3,-8.7,12.7,12.4,0.0,7.53,24.5,59.6,16.4,12.4,15.7,1.4,14.5,1.1,31.6,3.99,24.3,4.9,0.63,0.0,10.8,58.0,8.8,10.7,11.4,9.2,0.97,"{""2021"": 5.95, ""2022"": 5.47, ""2023"": 6.47, ""2024"": 6.13, ""2025"": 6.47}",6.13,True,False,6.13,13.2,1.2,8.74,9.43,9.89,proxy:raw19%→g1=16%衰減,proxy,9.5,35.1,12.4,proxy,,,0,3,1,0,0,4,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,1,1,16.3,淘汰(PE不合理)(proxy EPS),65.0,106.0,130.0,-19.0,31.0,60.0,0.62,auto,1.61,False,False,8,無證據帳本,False,,,,,,,加速+12pp、FCF32%,翻倍需PE過高、待質化,WATCH,分數<65,False,,,
2605,新興,航運,208.0,CYCLE,20,20,2,4,7,3,56,36.3,17.8,-13.2,34.5,-4.4,26.9,4.9,400.0,1405.0,16.2,8.6,39.7,20.8,25.3,17.5,118.2,3.97,-77.8,16.4,-0.88,0.0,7.3,1.0,15.1,25.2,36.7,8.7,,"{""2021"": 1.21, ""2022"": 0.34, ""2023"": 0.76, ""2024"": 2.56, ""2025"": 1.45}",1.21,True,True,1.21,30.0,14.4,4.17,2.69,1.21,proxy:cycle→normalized,proxy,-37.3,0,-4.4,proxy,,,0,0,2,0,0,2,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,60.0,需Re-rating(proxy EPS)｜週期:用Normalized,7.0,30.0,51.0,-82.0,-16.0,41.0,,auto,0.0,False,False,8,無證據帳本,False,,,,,,,營收+34%、FCF118%,週期高峰、待質化,WATCH,分數<65、Base<20%、週期高峰,False,,,
4967,十銓,半導體,253.0,CYCLE,14,20,3.5,8,7,3,55.5,277.5,26.2,-5.9,82.1,23.1,62.8,65.41,2942.3,20261.5,84.4,36.9,29.1,20.0,10.0,23.4,-46.1,-2.04,106.2,0.8,0.62,18.7,4.1,2.0,11.5,18.7,36.0,5.0,,"{""2021"": -0.48, ""2022"": -0.16, ""2023"": 3.38, ""2024"": 6.97, ""2025"": 13.07}",3.38,True,True,3.38,82.1,19.1,55.6,29.49,3.38,proxy:cycle→normalized,proxy,-62.8,0,23.1,proxy,,,0,1.5,2,0,0,3.5,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,164.2,淘汰(PE不合理)(proxy EPS)｜週期:用Normalized,10.0,63.0,140.0,-96.0,-77.0,-50.0,,auto,0.0,False,False,8,無證據帳本,False,,,,,,,營收+82%、加速+23pp、ROE84%,週期高峰、現金流背離、股本+19%、翻倍需PE過高、待質化,WATCH,分數<65、Base<20%、週期高峰,False,,,
2645,長榮航太,航運,588.0,CYCLE,23,13,4,9,4,2,55,174.0,6.3,-30.8,14.0,7.9,11.1,7.84,78.2,179.2,22.3,23.1,21.2,0.1,18.8,0.1,37.7,3.26,71.4,4.6,-0.36,0.0,22.1,34.0,21.2,23.1,27.0,26.1,,"{""2023"": 4.92, ""2024"": 4.89, ""2025"": 5.46}",4.92,True,True,4.92,35.4,2.4,6.66,5.79,4.92,proxy:cycle→normalized,proxy,-14.4,101.0,7.9,proxy,,,0,4,0,0,0,4,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,2,2,70.7,淘汰(PE不合理)(proxy EPS)｜週期:用Normalized,78.0,114.0,153.0,-55.0,-35.0,-12.0,,auto,0.0,False,False,8,無證據帳本,False,,,,,,,ROE22%、FCF38%,週期高峰、翻倍需PE過高、待質化,WATCH,分數<65、Base<20%、週期高峰,False,,,
