ticker,name,industry,mcap,tier,quality,growth,structural,revision,valuation,rerating,score100,px,vs200,vs_hi2y,yoy3,accel,rev12m_g,eps4,eps_g,q_eps_yoy,roe,roic,gm_now,gm_chg,gm_5y_med,opm_chg,fcf_margin,ocf_ni,capex_g,capex_rev,nd_ebitda,cap_chg,pe,pe_pct5y,pe_p25,pe_p50,pe_p75,forward_pe,peg,eps_annual,eps_5y_med,cyclical_sector,cycle_peak_risk,normalized_eps,normalized_pe,gm_jump,eps_fy1,eps_fy2,eps_fy3,eps_source,eps_confidence,eps_cagr_3y,eps_rev_1m,eps_rev_3m,rev_source,analyst_up,analyst_down,next_platform_score,new_capacity_score,new_product_mix,order_visibility,tam_score,structural_score,structural_source,quali_filled,evidence_ok,sources,rerating_bm,rerating_nm,rerating_room,rerating_score,required_pe_for_2x,double_verdict,bear_target,base_target,bull_target,bear_upside,base_upside,bull_upside,down_up_ratio,scenario_source,reward_risk,doublebagger_base,doublebagger_bull,refresh_priority,refresh_reason,horizon_complete,gpt_action,evidence_count,fresh_evidence_count,avg_confidence,stale_ratio,evidence_coverage,why,risk,action_signal,signal_reason,held,holding_note,thesis_status,thesis_note
3305,昇貿,其他電子,162.0,WATCH,7,19,2,8,9,2,47,109.5,-4.1,-33.4,68.9,3.8,49.5,5.63,98.9,1225.0,13.4,8.9,16.2,3.7,13.7,1.9,-29.3,-4.93,-20.7,1.2,3.32,6.8,20.1,36.0,16.5,26.6,37.6,13.7,0.56,"{""2021"": 4.99, ""2022"": 3.99, ""2023"": 1.74, ""2024"": 3.1, ""2025"": 3.16}",3.16,False,False,3.16,34.7,2.5,7.99,9.67,10.89,proxy:raw84%→g1=42%衰減,proxy,24.6,201.1,3.8,proxy,,,0,0,2,0,0,2,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,2,2,20.1,合理(≤PE中位)(proxy EPS),135.0,290.0,471.0,23.0,165.0,330.0,,auto,9.9,True,True,8,無證據帳本,False,,,,,,,營收+69%、翻倍PE合理,現金流背離、待質化,WATCH,分數<65,False,,,
3416,融程電,電腦及週邊,129.0,WATCH,23,10,0,6,7,1,47,169.5,12.6,-9.6,33.1,-2.9,26.2,8.63,29.2,108.4,20.2,20.3,38.5,-1.8,38.4,-2.0,17.4,1.76,-55.4,1.9,-0.72,2.8,20.0,55.0,16.0,19.1,21.9,15.7,1.07,"{""2021"": 5.04, ""2022"": 6.22, ""2023"": 6.63, ""2024"": 7.03, ""2025"": 7.4}",6.63,False,False,6.63,25.6,0.1,10.78,12.12,13.03,proxy:raw31%→g1=25%衰減,proxy,14.7,79.2,-2.9,proxy,,,0,0,0,0,0,0,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,1,1,26.0,需Re-rating(proxy EPS),156.0,249.0,328.0,-8.0,47.0,94.0,0.17,auto,6.04,False,False,8,無證據帳本,False,,,,,,,營收+33%、ROE20%、FCF17%,待質化,WATCH,分數<65,False,,,
4766,南寶,化學工業,442.0,WATCH,23,5,1.5,9,6,2,46.5,344.5,6.0,-17.4,15.3,9.4,5.1,23.44,9.2,58.4,21.0,27.0,33.8,-0.0,30.7,0.1,22.9,2.54,15.2,6.7,-0.39,0.0,14.8,49.0,12.5,14.8,16.1,13.3,2.08,"{""2021"": 7.26, ""2022"": 14.44, ""2023"": 20.15, ""2024"": 22.27, ""2025"": 20.26}",20.15,False,False,20.15,17.1,3.1,25.97,27.38,28.27,proxy:raw12%→g1=11%衰減,proxy,6.4,49.2,9.4,proxy,,,0,1.5,0,0,0,1.5,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,2,2,24.4,淘汰(PE不合理)(proxy EPS),265.0,418.0,523.0,-23.0,21.0,52.0,1.08,auto,0.93,False,False,8,無證據帳本,False,,,,,,,ROE21%、FCF23%,翻倍需PE過高、待質化,WATCH,分數<65,False,,,
3090,日電貿,電子零組件,303.0,WATCH,8,19,3.5,10,6,0,46.5,171.5,20.4,-49.6,45.8,18.4,28.3,8.15,83.1,473.2,15.2,7.4,18.0,2.4,16.8,1.7,-2.8,-0.04,185.3,0.2,1.29,35.2,23.4,94.0,9.9,15.5,17.7,15.2,0.67,"{""2021"": 4.58, ""2022"": 8.02, ""2023"": 3.39, ""2024"": 4.52, ""2025"": 5.47}",4.58,False,False,4.58,37.4,1.2,11.3,13.48,15.05,proxy:raw64%→g1=39%衰減,proxy,22.7,216.9,18.4,proxy,,,0,1.5,2,0,0,3.5,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,0,0,22.8,需Re-rating(proxy EPS),112.0,233.0,306.0,-35.0,36.0,79.0,0.97,auto,1.03,False,False,8,無證據帳本,False,,,,,,,營收+46%、加速+18pp,PE位階94%、現金流背離、股本+35%、待質化,WATCH,分數<65,False,,,
4551,智伸科,汽車,156.0,WATCH,20,13,0,5,7,1,46,167.5,16.9,-39.0,26.8,10.1,9.5,9.53,44.2,,12.3,16.5,23.3,0.2,24.1,-1.4,28.8,3.32,-12.9,6.5,-1.39,0.0,18.0,62.0,13.8,16.2,21.7,13.8,0.85,"{""2021"": 10.47, ""2022"": 12.2, ""2023"": 4.47, ""2024"": 8.3, ""2025"": 6.04}",8.3,False,False,8.3,20.2,-0.8,12.15,13.82,14.96,proxy:raw36%→g1=27%衰減,proxy,16.2,,10.1,proxy,,,0,0,0,0,0,0,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,1,1,22.4,需Re-rating(proxy EPS),155.0,242.0,373.0,-8.0,45.0,123.0,0.17,auto,5.91,False,True,8,無證據帳本,False,,,,,,,加速+10pp、FCF29%,待質化,WATCH,分數<65,False,,,
3048,益登,電子通路,111.0,WATCH,14,16,0,5,9,2,46,53.5,12.6,-27.7,58.8,38.9,15.6,4.71,999,,21.7,15.4,3.8,0.5,3.3,0.3,-1.0,0.91,-23.7,0.0,2.09,0.0,11.3,44.0,7.5,14.9,34.0,8.0,0.33,"{""2021"": 4.83, ""2022"": 3.13, ""2023"": 0.02, ""2024"": -2.11, ""2025"": 2.01}",2.01,False,False,2.01,26.6,0.5,6.66,8.04,9.04,proxy:raw79%→g1=41%衰減,proxy,24.3,,38.9,proxy,,,0,0,0,0,0,0,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,2,2,11.8,合理(≤PE中位)(proxy EPS),51.0,135.0,353.0,-5.0,152.0,561.0,0.03,auto,9.9,True,True,8,無證據帳本,False,,,,,,,營收+59%、加速+39pp、ROE22%、翻倍PE合理,待質化,WATCH,分數<65,False,,,
2313,華通,電子零組件,2980.0,WATCH,19,13,2.5,9,2,0,45.5,240.0,22.5,-18.8,14.6,7.5,11.2,6.21,32.1,77.1,15.8,13.1,18.8,1.4,18.0,1.0,5.7,3.4,14.2,20.2,0.19,0.0,40.2,93.0,9.5,13.0,17.9,32.3,2.78,"{""2021"": 4.31, ""2022"": 6.71, ""2023"": 3.5, ""2024"": 4.7, ""2025"": 5.51}",4.7,False,False,4.7,51.1,0.8,7.43,8.16,8.64,proxy:raw23%→g1=20%衰減,proxy,11.6,45.0,7.5,proxy,,,0,1.5,1,0,0,2.5,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,0,0,55.6,淘汰(PE不合理)(proxy EPS),62.0,112.0,178.0,-74.0,-53.0,-26.0,,auto,0.0,False,False,8,無證據帳本,False,,,,,,,,PE位階93%、翻倍需PE過高、待質化,WATCH,分數<65、Base<20%,False,,,
1808,潤隆,建材營造,253.0,WATCH,12,14,1.5,5,10,3,45.5,34.2,7.4,-42.8,84481.7,20308.5,1406.0,4.11,999,,29.3,15.2,23.5,-7.6,27.7,122.9,37.5,-2.37,15.2,0.1,2.28,98.0,8.2,30.0,7.2,17.3,22.4,5.7,0.22,"{""2021"": 4.37, ""2022"": 0.37, ""2023"": 17.07, ""2024"": 4.78, ""2025"": 1.36}",4.37,False,False,4.37,7.8,-4.2,5.96,7.3,8.29,proxy:raw42291%→g1=45%衰減,proxy,26.3,,20308.5,proxy,,,0,1.5,0,0,0,1.5,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,8.3,合理(≤PE中位)(proxy EPS),45.0,143.0,214.0,31.0,319.0,524.0,,auto,9.9,True,True,8,無證據帳本,False,,,,,,,營收+84482%、加速+20308pp、ROE29%、FCF38%、翻倍PE合理,現金流背離、股本+98%、待質化,WATCH,分數<65,False,,,
3029,零壹,資訊服務,170.0,WATCH,21,8,1.5,6,8,1,45.5,109.5,4.5,-30.5,33.4,32.4,15.6,6.96,18.6,10.1,21.5,37.2,12.7,0.4,12.0,0.4,8.5,2.65,143.6,1.0,-0.9,8.0,15.9,56.0,12.6,15.3,18.9,12.9,1.02,"{""2021"": 4.23, ""2022"": 4.03, ""2023"": 4.5, ""2024"": 5.21, ""2025"": 6.54}",4.5,False,False,4.5,24.3,0.7,8.46,9.37,9.97,proxy:raw26%→g1=21%衰減,proxy,12.7,-8.5,32.4,proxy,,,0,1.5,0,0,0,1.5,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,1,1,22.0,需Re-rating(proxy EPS),94.0,153.0,217.0,-14.0,39.0,98.0,0.36,auto,2.82,False,False,8,無證據帳本,False,,,,,,,營收+33%、加速+32pp、ROE22%,待質化,WATCH,分數<65,False,,,
6239,力成,半導體,1732.0,WATCH,14,17,5,5,4,0,45,280.0,17.1,-24.7,27.1,-7.0,26.9,10.1,40.3,130.8,13.2,13.5,19.0,0.8,19.4,1.0,-18.0,7.31,79.6,67.4,0.2,0.0,27.4,89.0,9.2,11.9,17.7,21.9,1.4,"{""2021"": 11.54, ""2022"": 11.6, ""2023"": 10.72, ""2024"": 9.09, ""2025"": 7.48}",10.72,False,False,10.72,26.1,-0.4,12.77,14.46,15.61,proxy:raw34%→g1=26%衰減,proxy,15.6,90.5,-7.0,proxy,,,0,4,1,0,0,5,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,0,0,35.9,淘汰(PE不合理)(proxy EPS),108.0,186.0,318.0,-62.0,-34.0,13.0,,auto,0.0,False,False,8,無證據帳本,False,,,,,,,,PE位階89%、翻倍需PE過高、待質化,WATCH,分數<65、Base<20%,False,,,
3167,大量,電機機械,704.0,WATCH,17,20,2,4,2,0,45,883.0,70.5,-6.7,137.6,9.6,108.5,14.41,229.7,206.5,35.5,33.5,42.0,7.8,28.6,10.4,10.5,0.34,-8.9,5.8,-0.06,8.5,56.3,71.0,10.7,33.8,65.1,42.4,1.63,"{""2021"": 5.51, ""2022"": 3.9, ""2023"": 0.16, ""2024"": 1.48, ""2025"": 8.13}",3.9,False,False,3.9,226.4,13.4,20.82,25.45,28.85,proxy:raw129%→g1=44%衰減,proxy,26.0,-23.2,9.6,proxy,,,0,0,2,0,0,2,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,0,0,61.2,合理(≤PE p75)(proxy EPS),232.0,975.0,2160.0,-74.0,10.0,145.0,7.07,auto,0.14,False,True,8,無證據帳本,False,,,,,,,營收+138%、ROE36%、FCF10%、翻倍PE合理,現金流背離、待質化,WATCH,分數<65、Base<20%,False,,,
2376,技嘉,電腦及週邊,2016.0,WATCH,12,16,0,5,9,2,44,364.5,30.7,-8.3,44.4,-20.9,39.0,26.71,62.7,116.7,29.1,12.9,10.5,-0.2,12.2,0.3,-23.1,-4.1,-13.8,0.9,2.99,5.4,13.5,40.0,8.4,16.2,24.0,10.1,0.48,"{""2021"": 21.0, ""2022"": 10.29, ""2023"": 7.46, ""2024"": 15.06, ""2025"": 18.19}",15.06,False,False,15.06,24.2,-1.7,36.2,42.64,47.18,proxy:raw54%→g1=36%衰減,proxy,20.9,54.0,-20.9,proxy,,,0,0,0,0,0,0,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,2,2,15.5,合理(≤PE中位)(proxy EPS),297.0,764.0,1302.0,-18.0,110.0,257.0,0.17,auto,5.94,True,True,8,無證據帳本,False,,,,,,,營收+44%、ROE29%、翻倍PE合理,現金流背離、待質化,WATCH,分數<65,False,,,
6526,達發,半導體,1097.0,WATCH,22,6,1,9,4,2,44,644.0,19.1,-12.8,14.9,7.4,4.7,18.04,1.1,13.1,16.2,47.2,52.4,0.8,50.5,-0.4,31.7,3.26,-23.1,8.3,-2.24,0.9,35.2,42.0,29.9,40.4,70.4,33.3,7.74,"{""2023"": 6.47, ""2024"": 16.09, ""2025"": 17.32}",16.09,False,False,16.09,40.0,1.9,19.33,20.02,20.45,proxy:raw8%→g1=7%衰減,proxy,4.3,12.0,7.4,proxy,,,0,0,1,0,0,1,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,2,2,63.0,合理(≤PE p75)(proxy EPS),459.0,826.0,1656.0,-29.0,28.0,157.0,1.02,auto,0.98,False,True,8,無證據帳本,False,,,,,,,FCF32%、翻倍PE合理,待質化,WATCH,分數<65,False,,,
3005,神基,電腦及週邊,607.0,WATCH,23,5,0,8,6,2,44,113.0,3.0,-27.6,19.9,19.6,9.7,8.45,8.3,11.5,21.2,25.6,31.3,-0.8,28.7,-0.4,19.7,2.49,-11.2,10.5,-0.64,2.1,13.7,44.0,11.7,14.1,16.2,11.9,1.61,"{""2021"": 7.19, ""2022"": 4.27, ""2023"": 6.17, ""2024"": 7.26, ""2025"": 8.43}",7.19,False,False,7.19,15.7,2.6,9.49,10.08,10.46,proxy:raw14%→g1=12%衰減,proxy,7.4,3.2,19.6,proxy,,,0,0,0,0,0,0,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,2,2,21.6,淘汰(PE不合理)(proxy EPS),92.0,147.0,195.0,-19.0,31.0,72.0,0.62,auto,1.63,False,False,8,無證據帳本,False,,,,,,,加速+20pp、ROE21%、FCF20%,翻倍需PE過高、待質化,WATCH,分數<65,False,,,
3563,牧德,光電,534.0,WATCH,20,11,3,6,3,1,44,699.0,7.1,-25.6,27.7,21.0,16.0,16.18,25.3,23.9,19.9,22.4,59.1,-1.7,59.7,2.9,67.0,1.95,28.9,3.3,-1.14,10.0,40.7,60.0,13.5,29.7,53.3,35.5,2.75,"{""2021"": 18.51, ""2022"": 13.35, ""2023"": 8.45, ""2024"": 5.52, ""2025"": 15.79}",13.35,False,False,13.35,52.4,-0.6,19.71,21.87,23.3,proxy:raw26%→g1=22%衰減,proxy,12.9,-1.4,21.0,proxy,,,0,3,0,0,0,3,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,1,1,60.0,需Re-rating(proxy EPS),236.0,692.0,1428.0,-66.0,-1.0,104.0,,auto,0.0,False,True,8,無證據帳本,False,,,,,,,加速+21pp、FCF67%,股本+10%、待質化,WATCH,分數<65、Base<20%,False,,,
6414,樺漢,電腦及週邊,508.0,WATCH,16,10,0,10,7,1,44,389.5,19.2,-22.6,49.1,34.2,12.7,25.43,16.7,74.0,13.5,25.5,20.4,0.5,20.2,2.7,6.8,5.68,-8.1,4.0,0.0,10.4,16.4,68.0,11.9,14.3,17.2,12.2,0.8,"{""2021"": 13.9, ""2022"": 32.59, ""2023"": 18.9, ""2024"": 20.04, ""2025"": 23.26}",20.04,False,False,20.04,19.4,0.2,32.03,36.19,39.01,proxy:raw33%→g1=26%衰減,proxy,15.3,57.3,34.2,proxy,,,0,0,0,0,0,0,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,1,1,20.0,需Re-rating(proxy EPS),348.0,558.0,772.0,-11.0,43.0,98.0,0.25,auto,4.07,False,False,8,無證據帳本,False,,,,,,,營收+49%、加速+34pp,股本+10%、待質化,WATCH,分數<65,False,,,
2493,揚博,電子零組件,249.0,WATCH,21,7,4,10,2,0,44,184.0,22.4,-42.4,27.6,30.3,7.8,5.24,5.2,213.3,21.6,26.0,29.4,-2.1,30.4,-2.6,29.2,2.22,164.2,5.4,-1.32,10.8,34.7,95.0,12.2,14.8,17.5,30.7,3.61,"{""2021"": 2.99, ""2022"": 5.18, ""2023"": 6.03, ""2024"": 6.04, ""2025"": 4.56}",5.18,False,False,5.18,35.5,-1.0,5.99,6.41,6.69,proxy:raw16%→g1=14%衰減,proxy,8.5,208.1,30.3,proxy,,,0,4,0,0,0,4,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,0,0,55.0,淘汰(PE不合理)(proxy EPS),61.0,99.0,135.0,-67.0,-46.0,-27.0,,auto,0.0,False,False,8,無證據帳本,False,,,,,,,加速+30pp、ROE22%、FCF29%,PE位階95%、股本+11%、翻倍需PE過高、待質化,REDUCE,Base<20% 且 PE 位階≥95%、分數<60,False,,,
3033,威健,電子通路,205.0,WATCH,9,18,1,5,9,2,44,43.2,15.0,-19.0,53.7,47.8,24.7,4.85,192.2,,21.3,8.9,5.7,1.2,6.2,1.2,2.7,0.19,-45.9,0.0,5.06,20.7,9.7,35.0,8.4,13.0,17.5,6.3,0.25,"{""2021"": 4.54, ""2022"": 4.03, ""2023"": 1.84, ""2024"": 2.55, ""2025"": 1.81}",2.55,False,False,2.55,16.9,-0.5,6.9,8.36,9.42,proxy:raw87%→g1=42%衰減,proxy,24.8,,47.8,proxy,,,0,0,1,0,0,1,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,2,2,9.2,合理(≤PE中位)(proxy EPS),59.0,122.0,190.0,37.0,183.0,339.0,,auto,9.9,True,True,8,無證據帳本,False,,,,,,,營收+54%、加速+48pp、ROE21%、翻倍PE合理,現金流背離、股本+21%、待質化,WATCH,分數<65,False,,,
2323,中環,光電,115.0,WATCH,9,16,1,5,10,3,44,10.8,1.3,-17.6,19.3,13.3,7.4,3.03,999,154.5,17.4,0.4,24.6,1.4,23.0,4.3,-73.6,-7.39,-13.8,3.2,4.4,0.0,3.6,1.0,7.7,13.2,17.8,2.6,0.12,"{""2021"": 0.55, ""2022"": -0.95, ""2023"": 1.61, ""2024"": -0.28, ""2025"": 1.58}",0.55,False,False,0.55,19.6,1.6,4.16,4.94,5.5,proxy:raw60%→g1=37%衰減,proxy,22.0,-145.5,13.3,proxy,,,0,0,1,0,0,1,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,3.9,合理(≤PE中位)(proxy EPS),15.0,73.0,113.0,37.0,572.0,942.0,,auto,9.9,True,True,8,無證據帳本,False,,,,,,,加速+13pp、翻倍PE合理,現金流背離、待質化,WATCH,分數<65,False,,,
6214,精誠,資訊服務,315.0,WATCH,12,14,1.5,5,9,2,43.5,185.0,46.8,-0.3,51.5,34.0,30.4,10.71,64.8,50.0,15.9,7.7,20.3,-1.2,22.2,-0.4,-17.4,-4.57,11.0,1.1,0.06,-0.0,17.3,33.0,16.7,18.3,19.5,12.6,0.58,"{""2021"": 4.9, ""2022"": 4.4, ""2023"": 6.03, ""2024"": 7.66, ""2025"": 7.9}",6.03,False,False,6.03,30.7,-1.9,14.67,17.39,19.31,proxy:raw58%→g1=37%衰減,proxy,21.7,-14.8,34.0,proxy,,,0,1.5,0,0,0,1.5,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,2,2,19.2,合理(≤PE p75)(proxy EPS),242.0,353.0,433.0,31.0,91.0,134.0,,auto,9.9,False,True,8,無證據帳本,False,,,,,,,營收+52%、加速+34pp、翻倍PE合理,現金流背離、待質化,WATCH,分數<65,False,,,
6285,啟,通信網路,1127.0,WATCH,13,14,1,10,5,0,43,239.5,21.4,-23.7,69.7,65.5,19.1,9.2,48.9,229.1,12.8,9.2,13.2,1.2,12.1,0.9,-3.3,4.32,-17.5,5.4,0.78,-0.3,26.7,90.0,15.1,19.1,22.0,19.0,0.87,"{""2021"": 3.15, ""2022"": 7.93, ""2023"": 8.93, ""2024"": 7.26, ""2025"": 6.4}",7.26,False,False,7.26,33.0,1.1,12.63,14.99,16.67,proxy:raw59%→g1=37%衰減,proxy,21.9,180.2,65.5,proxy,,,0,0,1,0,0,1,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,0,0,28.7,淘汰(PE不合理)(proxy EPS),189.0,318.0,422.0,-21.0,33.0,76.0,0.64,auto,1.56,False,False,8,無證據帳本,False,,,,,,,營收+70%、加速+66pp,PE位階90%、翻倍需PE過高、待質化,WATCH,分數<65,False,,,
2374,佳能,光電,267.0,WATCH,11,17,1.5,0,10,3,42.5,67.5,-8.2,-26.8,37.0,-25.4,67.5,3.36,114.0,100.0,13.0,12.3,23.7,-5.4,24.3,2.0,-11.5,0.53,11.2,10.0,-0.98,17.5,21.1,19.0,23.9,34.4,43.2,14.3,0.6,"{""2021"": 2.42, ""2022"": 0.48, ""2023"": 0.96, ""2024"": 1.9, ""2025"": 2.52}",1.9,False,False,1.9,35.5,-0.6,4.73,5.7,6.39,proxy:raw76%→g1=41%衰減,proxy,23.9,-14.0,-25.4,proxy,,,0,1.5,0,0,0,1.5,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,21.1,合理(≤PE中位)(proxy EPS),101.0,220.0,317.0,50.0,226.0,370.0,,auto,9.9,True,True,8,無證據帳本,False,,,,,,,營收+37%、翻倍PE合理,股本+18%、待質化,REDUCE,EPS 1M/3M 同步下修、分數<60,False,,,
2357,華碩,電腦及週邊,4672.0,WATCH,14,11,0,9,8,0,42,999.0,57.9,-2.5,39.4,6.5,35.6,68.4,38.3,94.2,18.2,13.2,15.6,-0.8,17.0,0.7,-10.4,-0.55,-6.3,0.5,0.25,0.0,15.0,74.0,6.6,12.9,15.4,11.3,0.65,"{""2021"": 59.98, ""2022"": 19.78, ""2023"": 21.44, ""2024"": 42.27, ""2025"": 59.99}",42.27,False,False,42.27,23.6,-1.4,88.44,101.39,110.3,proxy:raw39%→g1=29%衰減,proxy,17.3,55.9,6.5,proxy,,,0,0,0,0,0,0,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,0,0,18.1,需Re-rating(proxy EPS),546.0,1423.0,1953.0,-45.0,42.0,96.0,1.07,auto,0.94,False,False,8,無證據帳本,False,,,,,,,營收+39%,現金流背離、待質化,WATCH,分數<65,False,,,
6515,穎崴,半導體,3651.0,WATCH,22,10,0,10,0,0,42,7000.0,11.5,-34.7,187.8,149.1,57.3,62.2,38.4,224.7,32.4,27.9,41.3,-5.4,42.4,-4.9,39.0,2.18,-13.8,3.8,-0.48,4.8,115.8,91.0,22.7,33.4,60.0,78.1,3.03,"{""2021"": 14.46, ""2022"": 32.22, ""2023"": 13.52, ""2024"": 34.31, ""2025"": 46.93}",32.22,False,False,32.22,217.3,-1.1,89.59,109.31,123.76,proxy:raw113%→g1=44%衰減,proxy,25.8,186.3,149.1,proxy,,,0,0,0,0,0,0,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,True,先探i投資《投資最錢線》SEMICON Taiwan 2026 展場直擊,0,0,0,0,113.1,淘汰(PE不合理)(proxy EPS),2107.0,4134.0,8539.0,-70.0,-41.0,22.0,,auto,0.0,False,False,3,論點覆蓋不足,False,,1,1,0.55,0.0,0.17,營收+188%、加速+149pp、ROE32%、FCF39%,PE位階91%、翻倍需PE過高、待質化,WATCH,分數<65、Base<20%、證據不足/過期,False,,,
2356,英業達,電腦及週邊,1765.0,WATCH,10,10,4,10,7,1,42,66.1,28.3,-20.1,54.2,26.8,21.2,3.1,34.8,78.7,15.0,7.8,4.9,-0.5,5.0,-0.3,-5.5,-1.7,93.8,3.2,2.55,0.0,21.8,59.0,15.5,19.6,26.4,16.2,0.86,"{""2021"": 1.82, ""2022"": 1.71, ""2023"": 1.71, ""2024"": 2.02, ""2025"": 2.41}",1.82,False,False,1.82,36.3,-0.1,4.09,4.75,5.2,proxy:raw44%→g1=32%衰減,proxy,18.8,43.9,26.8,proxy,,,0,4,0,0,0,4,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,1,1,25.4,合理(≤PE p75)(proxy EPS),60.0,102.0,158.0,-9.0,54.0,139.0,0.16,auto,6.34,False,True,8,無證據帳本,False,,,,,,,營收+54%、加速+27pp、翻倍PE合理,現金流背離、待質化,WATCH,分數<65,False,,,
3515,華擎,電腦及週邊,301.0,WATCH,16,10,0,5,9,2,42,231.0,4.6,-28.2,54.2,61.3,35.5,15.49,21.7,-10.6,17.1,26.1,15.2,-0.9,20.1,0.5,-3.1,0.5,-77.5,0.6,-0.42,1.6,14.7,35.0,12.7,17.3,25.2,11.6,0.68,"{""2021"": 19.67, ""2022"": 8.68, ""2023"": 7.55, ""2024"": 10.54, ""2025"": 15.28}",10.54,False,False,10.54,21.9,-4.9,19.95,22.83,24.8,proxy:raw38%→g1=29%衰減,proxy,17.0,-32.3,61.3,proxy,,,0,0,0,0,0,0,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,2,2,18.6,合理(≤PE p75)(proxy EPS),236.0,429.0,719.0,2.0,86.0,211.0,,auto,9.9,False,True,8,無證據帳本,False,,,,,,,營收+54%、加速+61pp、翻倍PE合理,待質化,WATCH,分數<65,False,,,
6491,晶碩,生技醫療,216.0,WATCH,20,8,0,6,6,2,42,379.5,24.4,-10.2,23.4,-1.5,17.3,23.72,12.2,76.1,16.2,14.6,52.4,-1.3,53.0,0.7,23.1,4.37,-49.1,49.8,0.03,0.0,16.1,40.0,14.9,17.3,20.7,13.9,1.53,"{""2021"": 17.84, ""2022"": 22.03, ""2023"": 22.82, ""2024"": 23.48, ""2025"": 20.87}",22.03,False,False,22.03,17.2,-0.6,27.37,29.47,30.83,proxy:raw18%→g1=15%衰減,proxy,9.1,63.9,-1.5,proxy,,,0,0,0,0,0,0,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,2,2,24.6,需Re-rating(proxy EPS),345.0,533.0,734.0,-9.0,41.0,93.0,0.23,auto,4.4,False,False,8,無證據帳本,False,,,,,,,FCF23%,待質化,WATCH,分數<65,False,,,
2495,普安,電腦及週邊,117.0,WATCH,7,17,0,5,10,3,42,37.4,2.0,-29.0,63.9,29.1,25.8,2.03,123.1,,12.2,1.7,41.5,-5.6,46.4,2.0,-28.7,0.02,-36.7,1.6,11.37,0.0,18.4,15.0,21.0,25.4,30.4,12.9,0.51,"{""2021"": 0.52, ""2022"": 0.78, ""2023"": 0.88, ""2024"": 2.23, ""2025"": 1.12}",0.88,False,False,0.88,42.5,-4.9,2.9,3.52,3.97,proxy:raw92%→g1=43%衰減,proxy,25.1,,29.1,proxy,,,0,0,0,0,0,0,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,18.8,合理(≤PE中位)(proxy EPS),55.0,101.0,139.0,46.0,170.0,271.0,,auto,9.9,True,True,8,無證據帳本,False,,,,,,,營收+64%、加速+29pp、翻倍PE合理,現金流背離、待質化,WATCH,分數<65,False,,,
